# Example dataset for testing correlations between variables
# x, y
4.010987033437043436e-01 4.587404867065374425e-01
6.139719839556223580e-01 5.898320121834619290e-01
2.208223240337911508e-01 4.518953481231862135e-01
3.990011612493096216e-01 2.465181718841505387e-01
7.126103167802255722e-01 8.998446627836571565e-01
4.925366484714370774e-01 5.474936139700046223e-01
5.526687836500401296e-01 4.450159588433759694e-01
5.507010257780539098e-01 5.714711178186123730e-01
4.405895975530279562e-01 4.667534578242906740e-01
4.508066141240985036e-01 6.483695914132059368e-01
7.138289168289346787e-01 2.661607101993341273e-01
5.993065069942202783e-01 6.725430373317332622e-01
3.213368064113393263e-01 6.954797305883231306e-01
6.400821815582317109e-01 7.284043274140403756e-01
5.638759916952675866e-01 3.982869756717198895e-01
6.248815903942412930e-01 5.608772395782254394e-01
8.935856796298389249e-01 8.092658244207916463e-01
5.880450339491726242e-01 7.119370385535217505e-01
4.616804727145819021e-01 4.478411776955968926e-01
3.237238148683607708e-01 2.886931320505558007e-01
4.821373066750729852e-01 6.164790157231272438e-01
5.118453494403610859e-01 4.283373989232229229e-01
6.851226857515549939e-01 7.444039522317817958e-01
4.928534703914243531e-01 4.615044228557910744e-01
6.997209781221395142e-01 4.883222099062267674e-01
5.625438556664894563e-01 4.949092275396723695e-01
3.646937215437654478e-01 4.454054310956362395e-01
6.464851289042816695e-01 6.278497669749409926e-01
4.671982672579068629e-01 3.716749315942959875e-01
4.198112880302717342e-01 3.126604913699719823e-01
2.902433903827830175e-01 3.794639619621538174e-01
2.931993134924296696e-01 5.002711875555979626e-01
3.891573385541449159e-01 6.710085883702451293e-01
5.562401008308495154e-01 5.103265246127319799e-01
6.267216312739585238e-01 5.894737780841333707e-01
3.576735777051760490e-01 3.696679970111720337e-01
4.857692971985557162e-01 3.666322899865016582e-01
4.458421858784180625e-01 3.011885140568927310e-01
6.067466182604963620e-01 5.608887748092661329e-01
5.389255411954688713e-01 5.109396283993978827e-01
4.711512279449821539e-01 2.629597776250869323e-01
5.595778828913983149e-01 4.202431559223662738e-01
6.320374107424959753e-01 6.127270595806781905e-01
2.738662759154102400e-01 2.412942652371113939e-01
1.815799858907653497e-01 4.464542149966090889e-01
3.900523170434836429e-01 2.659862423778348584e-01
2.919286678109876965e-01 2.274798738328273617e-01
5.326065731483390353e-01 7.841946016724952173e-01
4.917935157365519450e-01 1.995607153332467076e-01
5.996557650725240496e-01 5.526147220562322993e-01
2.894223277093951330e-01 3.704453011630428616e-01
3.453764353924512753e-01 5.768738784389553231e-01
4.590644806399020728e-01 5.825272732298578671e-01
7.621157232395479042e-01 6.595673125638181755e-01
4.289195151788250948e-01 7.040600528644632705e-01
6.474360873481955769e-01 6.991226200230149512e-01
7.366033278427348563e-01 6.434892541167531732e-01
4.025486128295160393e-01 4.214988177163251915e-01
3.881328425060441289e-01 4.079817419188268568e-01
3.487403298284197373e-01 5.603210082404100900e-01
5.158844971045072336e-01 5.310091180511642417e-01
6.089891920572441109e-01 5.864774030481731959e-01
6.189937212739820005e-01 3.294856544822370448e-01
1.958990243278599941e-01 2.111589525104953236e-01
4.524752171545499135e-01 6.565447008501803516e-01
4.496683526878042514e-01 3.890808770048987952e-01
5.512073728479843782e-01 5.240565805178589720e-01
5.473440565772283994e-01 4.049567713014705639e-01
4.047921828680611234e-01 5.369994754654601188e-01
5.435851141136276432e-01 6.281409865261613490e-01
7.180105200169363266e-01 6.279790641861340283e-01
2.950876851958103009e-01 4.201014083469347682e-01
4.682545253031398236e-01 5.417180574700083406e-01
6.652734267341843255e-01 5.663233806964560468e-01
7.176858581366234446e-01 8.173933564836776133e-01
5.321946934662105111e-01 4.551802661559508634e-01
4.076366591004078610e-01 3.992298441090270100e-01
4.566795188090191915e-01 3.101272509134623268e-01
4.954680331212961142e-01 5.974164237625667617e-01
6.197905514062351795e-01 6.221605883845213736e-01
3.187280142174478970e-01 3.692640677329648846e-01
4.780783660524092205e-01 5.689525173347116382e-01
3.291958469242414198e-01 2.031822424056817233e-01
3.059041531323770102e-01 2.474354541419869769e-01
9.976683655102003279e-02 2.789213549208405807e-01
5.092579905424888809e-01 4.693522036948847842e-01
1.823186452868185703e-01 1.593105809948716090e-01
3.804927567801268395e-01 6.007070574112597372e-01
5.429423299303970385e-01 7.324432282662624027e-01
4.035136753129989762e-01 4.748225146503643468e-01
4.329335959471125039e-01 4.204023274227302043e-01
5.358835772711993961e-01 3.823478262436660335e-01
4.337873654366669052e-01 5.787389066030838025e-01
5.425666509305743235e-01 7.929510587127563959e-01
4.641741439359656218e-01 6.190897429538542163e-01
2.895109678878425852e-01 3.812962614615945656e-01
3.654650216846667687e-01 6.291352772288976158e-01
7.507049654665600702e-01 4.932600766206364229e-01
5.440273009663857406e-01 4.255806963583133595e-01
4.822529640978868160e-01 7.217631130972331777e-01
